Genome	12C16O_0h_100_P08_unf_init RPKM	12C16O_0h_100_P14_unf_init RPKM	12C16O_0h_100_P16_unf_init RPKM	12C16O_0h_50_P09_unf_init RPKM	12C16O_0h_50_P10_unf_init RPKM	12C16O_0h_50_P13_unf_init RPKM	12C16O_168h_100_P08_unf_init RPKM	12C16O_168h_100_P14_unf_init RPKM	12C16O_168h_100_P16_unf_init RPKM	12C16O_168h_50_P09_unf_init RPKM	12C16O_168h_50_P10_unf_init RPKM	12C16O_168h_50_P13_unf_init RPKM	12C16O_24h_100_P08_unf_init RPKM	12C16O_24h_100_P14_unf_init RPKM	12C16O_24h_100_P16_unf_init RPKM	12C16O_48h_100_P08_unf_init RPKM	12C16O_48h_100_P14_unf_init RPKM	12C16O_48h_100_P16_unf_init RPKM	12C16O_48h_50_P09_unf_init RPKM	12C16O_48h_50_P10_unf_init RPKM	12C16O_48h_50_P13_unf_init RPKM	12C16O_72h_100_P08_unf_init RPKM	12C16O_72h_100_P14_unf_init RPKM	12C16O_72h_100_P16_unf_init RPKM
12C16O_72h_100_unf_bin.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_P08_coass_bin.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P10_coass_bin.38	0	0	0	0	1.6461535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_24h_100_P08_coass_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_maxb_99.Actinobacteria_69_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P10_coass_bin.39	0	0	0	0	0	0	1.7462677	0.7880279	1.4689064	1.2405131	1.8057507	1.6334811	0.6178603	0	0	1.0231873	0	0.91889834	0.61906075	2.21554	1.3410008	1.2999352	0	0.91545075
12C16O_72h_100_unf_bin.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_32.Actinobacteria_69_0	0	0	0	0	0	1.8159624	0	0	0	0	0	0	0	0	0	0	0	0	1.2631451	0	1.3914841	0	0	0
12C18O_168h_50_P09_coass_bin.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-18-all-fractions_metab_conc_57.Acidobacteria_56_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_83.Actinobacteria_70_0	6.02138	6.364705	5.218371	5.8137035	4.5336366	5.2143474	4.6629114	3.9523559	3.8200922	4.0560884	3.029102	3.5202966	5.8974147	4.8537335	4.7822948	5.403968	4.405726	4.227581	4.865519	3.677173	3.666047	5.297212	4.3739424	4.3794856
H2-18-all-fractions_metab_maxbC_80.Verrucomicrobia_59_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_50_unf_bin.20	0	0	0	0	1.198159	1.0942489	0	0	0	0	0.6882266	0.6879944	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P16_coass_bin.36	0	0	0	0	0	0	0	0	0	0.8545265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.50	1.5332258	1.8003548	1.402245	1.7459397	1.5356997	0	0	1.2019717	0	1.0508505	1.0135558	0	1.49254	1.2675799	1.4473068	1.3197615	1.3320096	0	1.3055062	0	0	1.2835368	1.2362362	0
H3-16-all-fractions_metab_conc_98.Alphaproteobacteria_63_0	1.1128031	0	0.99437994	1.2852699	0	0.8312041	0.94335306	0.7420795	0.7802205	0.9344017	0	0	1.1817716	0.9554148	0.92106164	1.0933698	0.8871914	0.9350496	1.0698212	0	0.6236874	1.0495185	0.8486021	0.90985763
H3-16-all-fractions_metab_maxbC_4.Bacteria_48_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_96.Pseudonocardiales_70_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_50_P13_coass_bin.12	1.8376113	2.1201718	1.6001705	2.1063638	0	0	0	0	0	1.2588164	0	0	0	0	0	0	0	0	1.548684	0	0	0	0	0
12C18O_168h_100_P14_coass_bin.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P08_coass_bin.19	1.8923291	1.6846385	1.4881132	1.9722295	0	0	1.364043	0	0	1.1842039	0	0	1.716438	1.2958566	1.2795178	1.5634025	1.1834421	0	1.4442788	0	0	1.5188591	1.160154	1.1723847
12C16O_168h_100_unf_bin.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_maxbC_136.Myxococcales_66_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_44.Cytophagales_44_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_P08_coass_bin.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.18	1.5977693	1.1447097	1.4648	1.6079891	2.1654785	1.6411792	1.3255005	1.3706114	1.1740301	1.26	1.4577812	1.0694404	1.9771336	1.7763376	2.1186445	1.6502109	1.700334	1.3627946	1.6207136	1.9569191	1.2756861	1.522881	1.691605	1.4571863
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22	1.8713622	2.7436962	2.587124	1.751939	1.8919767	2.7137635	2.199002	2.0933702	3.535869	1.9272215	2.1544776	2.8693614	1.8579595	2.0729625	1.697817	1.9469268	1.8574558	2.0884502	1.5171083	1.6269304	2.0205743	1.7527419	1.8675079	2.3203795
12C16O_72h_100_P14_coass_bin.22	7.748134	10.453678	5.7490435	8.012735	5.8476977	6.0454745	3.4285452	5.698902	2.164056	3.4113603	2.550256	3.28693	4.781065	2.9512174	7.0482287	4.0574284	6.6712313	2.4348843	4.0493965	2.8907444	3.5552607	4.061494	6.2582917	3.0213404
12C16O_24h_100_unf_bin.47	3.5508766	2.005902	2.6696956	3.8522487	2.3239448	3.586873	3.7729862	3.605842	2.7802362	3.5902386	2.060692	3.1644428	4.6396832	3.111964	4.54218	4.2962174	4.0599833	2.9859562	4.0647717	2.5295665	3.451062	3.950496	3.91497	2.6674268
H3-16-all-fractions_metab_conc_100.Burkholderiales_71_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_conc_82.Actinobacteria_69_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_unf_bin.39	0	0	0	0	0.81428707	0	0	0.75604904	0	0	0.7613514	0.79606044	0	0	0	0	0.7875801	0	0	1.0943936	1.128193	0	0.7427344	0
H2-16-all-fractions_metab_conc_1.Acidobacteriales_58_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_conc_57.Solirubrobacterales_72_43	3.1503637	2.4418583	2.2941303	3.3116324	1.9681123	1.8216405	2.0052745	1.331904	1.3344783	1.86546	1.1452743	0	2.7993913	1.813197	1.7056434	2.5657597	1.6948715	1.5908878	2.4384818	1.4879745	1.2566361	2.4540455	1.510853	1.6972021
H3-16-all-fractions_maxb_26.Sphingobacteriales_42_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_P14_coass_bin.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P10_coass_bin.17	0	0	0	0	0.9939225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_unf_bin.19	2.6691284	3.1079915	3.0962088	2.89138	2.637021	0	0	0	0	0	0	0	0	2.6332562	0	0	0	2.2849953	2.007993	0	0	0	2.087846	2.4528694
12C16O_0h_50_P10_coass_bin.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_P14_coass_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_43.Acidobacteriales_58_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_metab_conc_86.Conexibacter_woesei_72_14	2.5706632	3.7217507	2.520239	0	3.3269	3.5017552	0	0	0	0	2.0495818	2.3850553	0	2.191552	0	0	2.3786633	0	0	2.5750313	2.6699705	0	0	0
12C18O_168h_50_P09_coass_bin.3	0	0	0	0	0	0	0.7066379	0	0	0.742075	0	0	0.8792751	0	0	0.80857	0	0	0.9329319	0	0	0.71337855	0	0
12C16O_168h_50_P09_coass_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_1.Bacteria_58_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P16_coass_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_P16_coass_bin.1	0.93396866	0	0.81870824	0	1.3304211	1.2989773	1.2058895	1.0665983	1.036505	1.0419427	1.4244316	1.4879143	1.1127602	0.8714778	0.98626333	1.0903078	0.9439435	0.9048435	0.881689	1.5013607	1.4436073	1.1262	0.98806334	0.88226676
12C16O_48h_50_unf_bin.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_6.RIF_CHLX_71_0	1.3385813	1.5221171	0	1.3778743	0	0	1.0589441	0	0	1.034708	0	0	0	0	0	0	0	0	0.9992499	0	0	0	0	0
12C16O_168h_50_P13_coass_bin.11	0	0	0	0	0	0	0.83097297	0.9197652	1.5912406	0	1.4081733	1.8705813	0	0	0	0	0	0.69809324	0	1.2610435	1.4026793	0	0	0.7843497
H3-18-all-fractions_metab_maxbC_50.Actinobacteria_69_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_49.Bacteria_55_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_38.Bacteria_65_0	0.69277024	0	0	0	0	0	1.3807635	0.75367695	0.851305	1.0419806	1.0066388	0	1.1251775	0	0	1.1042143	0.69579816	0	0.85678023	1.005045	0	1.0765846	0.6198943	0
12C16O_24h_100_unf_bin.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P09_coass_bin.26	2.2927089	3.0230749	2.340899	1.3665336	1.2106836	0.9619412	1.8672998	2.1038861	1.9264355	1.0856832	1.0762023	0	2.6630816	2.5403008	2.3621361	2.5949247	2.2585022	2.2047682	1.4428177	1.1625594	0	2.4926846	2.3816302	2.1609273
12C18O_168h_50_P13_coass_bin.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P09_coass_bin.4	0	0	0	0.655741	0	0	1.2146714	0.58960223	0.6269629	1.2631223	0	0	1.4618825	0.81612873	0.8426847	1.3662546	0.7807301	0.785112	1.5546018	0	0.5752466	1.237127	0.66586316	0.6939771
12C16O_24h_100_P14_coass_bin.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48	7.060864	7.6457133	6.5721416	7.8936253	6.334971	5.656952	3.4942205	3.2946243	2.9198475	3.343385	3.1526966	2.8344355	4.8617787	4.0818276	4.254276	4.495941	4.516369	3.4935398	4.4648275	4.0200124	3.442308	4.278229	3.6754591	3.8926923
12C16O_24h_100_unf_bin.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_24h_100_P08_coass_bin.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_unf_bin.14	1.3837564	0.99058086	1.3553503	1.4086756	2.0172706	1.5129824	1.1450363	1.2286801	1.0651361	1.0997362	1.3469298	0.9545911	1.4615489	1.2996359	1.5405207	1.7185396	1.8982228	1.5411791	1.4055027	1.7703174	1.1642598	1.3568343	1.5392066	1.2930229
H1-16-all-fractions_metab_74.Sphingomonadales_70_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P10_coass_bin.1	1.2675226	0	0.72708	1.7931168	1.0298748	0	0.8267318	0	0	1.2811382	0.79832363	0	1.0524508	0.7566131	0	0.88755715	0	0.7188162	1.5761716	0.8253314	0	0.92836547	0	0
12C18O_72h_100_P16_coass_bin.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P08_coass_bin.5	1.7077461	0	1.3251926	1.7851447	0	0	1.2421355	0	0	1.0612857	0	0	1.5143765	0	0	1.4388565	0	0	1.3233926	0	0	1.3800162	0	0
H3-16-all-fractions_metab_maxbC_112.Burkholderiales_62_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_13.Lysobacter_68_0	0	0	0	0	0	0	0.8604274	2.2440598	2.0781772	1.0866293	0.98139405	4.253415	0	0	0	0	0.69596875	0	0	0	2.076758	0	1.1276824	0.8930564
H3-18-all-fractions_metab_8.Gemmatimonadetes_73_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_10.Gemmatimonadetes_68_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P08_coass_bin.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_31.Corynebacterium_durum_57_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-18-all-fractions_conc_15.Actinobacteria_69_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P16_coass_bin.34	0	1.0195128	1.2629354	0	0.6417587	0	0	1.1742426	1.055191	0	0.557036	0.9075362	0	1.0808622	1.1029248	0	0.9259398	1.2139965	0	0	0.7373388	0	0.9709223	1.4635141
12C18O_168h_100_P14_coass_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_25.Hyalangium_minutum_68_0	0	0	0	0	0	0	1.2940438	0.8934327	1.2469082	1.6043364	0	0.932556	0	0	0	0	0	0	0.62728834	0	0	0	0	0
H1-18-all-fractions_metab_conc_23.RIF_CHLX_70_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_47.Bacteria_61_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P13_coass_bin.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_24h_100_P16_coass_bin.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-18-all-fractions_metab_conc_30.Actinobacteria_69_22	1.0936126	0	0	1.2147582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8598149	0	0	0	0	0
12C16O_72h_100_P16_coass_bin.5	1.1094221	1.9460762	2.479922	0	1.2674701	1.5523062	1.1914871	2.6221092	2.1299486	0	1.176219	1.8105254	1.3974731	2.1156607	2.3092628	1.022653	1.9233932	2.3741872	0	1.3618659	1.4669117	1.3214527	2.0016646	3.266524
12C18O_72h_100_P14_coass_bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_36.Acidobacteriales_61_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_P16_coass_bin.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_P14_coass_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_19.Actinobacteria_69_35	2.9237466	2.862558	2.0552888	3.3367345	1.4695063	2.0487485	2.1106102	1.8629495	1.3616519	2.0221174	0.9794309	1.2724298	2.6255734	1.7259481	2.103781	2.4653623	2.1041503	1.532468	2.4719138	0	1.4070438	2.4476137	1.954906	1.5952225
H3-16-all-fractions_metab_conc_77.Bacteria_60_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_unf_bin.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P08_coass_bin.4	0	0	0	0	0	0	0	0	0	0	0.8062928	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_50_P09_coass_bin.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_100.Burkholderia_graminis_63_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-18-all-fractions_metab_conc_21.Bacteria_57_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_metab_conc_22.Bacteria_59_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P14_coass_bin.18	0	0	0	1.8992878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_P16_coass_bin.2	0.93405616	1.174045	0.978997	0.6783565	1.8806564	1.762243	0.8692873	0.9701388	0.85332173	0.6353423	1.3801043	1.3756067	0.90027684	0.8273137	0.9481973	0.76104444	0.79448044	0.7153104	0.5661723	1.2914399	1.1318496	0.7860525	0.88933563	0.7506966
12C16O_48h_50_unf_bin.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_conc_62.Actinobacteria_69_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_100_P16_coass_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P09_coass_bin.27	2.2542949	3.0927434	2.2311807	2.6038384	2.9873025	3.2226925	1.5197624	1.9849509	1.3143156	1.4378266	1.890126	1.9746209	1.8227369	1.733363	2.2735658	1.6050975	2.1585667	1.5077553	1.6729195	2.2061987	2.299714	1.6505682	2.1179404	1.6234493
12C16O_0h_50_P09_coass_bin.29	1.1479958	0.8909214	1.3454117	1.5577317	1.817291	1.1780503	1.4225553	1.5343835	1.473777	1.7054154	1.7171199	1.3101487	1.31665	1.4396068	1.72265	1.2965902	1.5787995	1.4089543	1.4803685	1.6350759	1.0591278	1.2666268	1.607076	1.4909006
H1-18-all-fractions_metab_conc_19.Rhizobiales_64_12	0.86741745	0	0.78653663	0.8655427	0.7680778	0.77873516	0.8683424	0.83597505	0.75607806	0.76741946	0.6563157	0.705101	0.8657763	0.7523235	0.9033233	0.8401697	0.874006	0.6784792	0.72135186	0.66141057	0.64628345	0.7944116	0.8429123	0.710295
H3-18-all-fractions_metab_conc_69.Acidobacteria_55_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_131.Actinobacteria_71_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_50_unf_bin.34	4.0758204	4.998961	3.7145267	4.667286	4.742168	3.664799	3.1319296	3.243797	2.570649	2.8628836	3.0372498	2.34156	3.6857302	3.0934134	3.7023609	3.594326	3.682099	2.9122643	3.4419694	3.6254888	2.6078916	3.4688818	3.393887	2.9264789
12C16O_72h_100_unf_bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_P16_coass_bin.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_30.Propionibacteriales_71_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P10_coass_bin.4	0	0	0	0	0	0	0	0	0	0	0.52555305	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P10_coass_bin.28	0	0	0	0	0	0	0	0	0	0	3.028192	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_conc_15.Gemmatimonadetes_61_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P16_coass_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16	1.7478975	1.8699745	1.9353243	1.7897693	1.9078621	3.222391	2.3005373	2.656122	2.4976754	2.092306	1.9317542	3.4214797	2.1828399	2.0744061	2.4256968	2.2148924	2.3935492	2.1530654	1.9753381	2.1924279	3.3043807	2.312212	2.452722	1.9711175
H1-18-all-fractions_metab_maxb_45.Sphingobacteriales_37_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_P08_coass_bin.20	0.5890207	0	0	0.8269523	0	0	0.81469303	0	0.6663836	0.95482683	0	0	0.98779935	0.65582895	0	0.80083793	0	0.80116034	0.9401165	0	0	0.6621089	0	0
12C18O_168h_100_P08_coass_bin.27	0	0	0	0	0	0	0	0	1.2343322	0	0.8483465	1.1337602	0	0	0	0	0	0	0	0	0.78294045	0	0	0
12C16O_72h_100_P08_coass_bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_50_P10_coass_bin.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-18-all-fractions_metab_conc_14.Acidobacteria_55_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_unf_bin.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_P14_coass_bin.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_62.Propionibacteriales_70_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_conc_47.Alphaproteobacteria_65_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_100_P14_coass_bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_P16_coass_bin.28	0	0.95701617	2.9545748	0	1.1951768	0	1.2209343	1.8632675	3.3740792	1.0722827	1.7822571	1.0811281	0	2.482178	1.2700691	0	1.3885839	3.2611303	0	1.9154264	1.0271875	1.1091114	1.5032816	3.376287
H1-18-all-fractions_metab_conc_47.Burkholderiales_71_15	0	0	0	0	0	0	0	0	0	0	0	1.2851608	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P10_coass_bin.29	0	0	0	0	1.2241269	0	1.6722927	1.904692	1.1161445	1.6953791	4.683643	1.8149191	0	0	1.0609076	0	1.2882432	1.0070499	1.0963488	4.3438883	1.385239	1.1936412	1.2836864	0
12C18O_168h_100_P16_coass_bin.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P09_coass_bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_unf_bin.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_P08_coass_bin.18	4.1681066	4.358279	3.1175983	4.809185	2.5910528	3.0587099	2.8677552	2.466657	1.9060183	2.881638	1.5883526	1.8402628	3.9066029	2.630711	3.2608678	3.5118012	2.9589295	2.239156	3.551229	2.0015607	1.9753865	3.3224878	2.7978995	2.294513
H3-16-all-fractions_metab_maxb_73.Sphingobacteriales_41_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P16_coass_bin.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_155.Actinobacteria_71_0	1.4862248	0	1.0593747	1.8810996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96866727	0	0	0	0	0
12C16O_168h_100_unf_bin.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_138.Actinobacteria_69_25	0	0	0	0	1.3617243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_53.Chloroflexi_64_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_118.Deltaproteobacteria_70_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.5	3.0537882	3.4085345	3.9189718	2.500825	4.2317004	5.3605127	4.266463	5.1429505	5.675931	3.823332	4.647491	6.3806725	4.0470195	4.914748	4.428271	4.2202835	4.2174664	4.861303	3.4224648	5.1915445	6.365433	4.2839484	4.5690255	4.252298
12C16O_168h_50_P10_coass_bin.11	0	0	0	0	0.97444755	1.0375595	1.0631815	1.1286731	1.0565869	0	1.7683146	1.5408292	0.9963214	0.92457354	1.0202492	0.9997202	0.9570353	0.9460078	0	1.7488515	1.4379367	1.0325572	1.0765244	0.9397105
H3-18-all-fractions_metab_conc_20.Propionibacteriales_70_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_unf_bin.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
